Fecha,Hora,La Grama-Breña Alta NO (µg/m³),Flag,La Grama-Breña Alta NO2 (µg/m³),Flag,La Grama-Breña Alta NOX (µg/m³),Flag,La Grama-Breña Alta PM2.5 (µg/m³),Flag,La Grama-Breña Alta CO (mg/m³),Flag
30-03-2019,20:00,3,V,13,V,17,V,7,V,0.3,V
30-03-2019,21:00,4,V,17,V,21,V,7,V,0.3,V
30-03-2019,22:00,4,V,22,V,28,V,12,V,0.4,V
30-03-2019,23:00,4,V,19,V,24,V,10,V,0.3,V
30-03-2019,24:00,4,V,13,V,17,V,10,V,0.3,V
31-03-2019,02:00,,N,,N,,N,,N,,N
31-03-2019,04:00,,N,,N,,N,,N,,N
31-03-2019,05:00,,N,,N,,N,,N,,N
31-03-2019,06:00,,N,,N,,N,,N,,N
31-03-2019,07:00,,N,,N,,N,,N,,N
31-03-2019,08:00,,N,,N,,N,,N,,N
31-03-2019,09:00,,N,,N,,N,,N,,N
31-03-2019,10:00,,N,,N,,N,,N,,N
31-03-2019,11:00,,N,,N,,N,,N,,N
31-03-2019,12:00,,N,,N,,N,,N,,N
31-03-2019,13:00,,N,,N,,N,,N,,N
31-03-2019,14:00,,N,,N,,N,,N,,N
31-03-2019,15:00,,N,,N,,N,,N,,N
31-03-2019,16:00,,N,,N,,N,,N,,N
31-03-2019,17:00,,N,,N,,N,,N,,N
31-03-2019,18:00,,N,,N,,N,,N,,N
31-03-2019,19:00,,N,,N,,N,,N,,N
31-03-2019,20:00,,N,,N,,N,,N,,N
31-03-2019,21:00,,N,,N,,N,,N,,N
31-03-2019,22:00,,N,,N,,N,,N,,N
31-03-2019,23:00,,N,,N,,N,,N,,N
31-03-2019,24:00,,N,,N,,N,,N,,N
31-03-2019,01:00,,N,,N,,N,,N,,N
01-04-2019,01:00,,N,,N,,N,,N,,N
01-04-2019,02:00,,N,,N,,N,,N,,N
01-04-2019,03:00,,N,,N,,N,,N,,N
01-04-2019,04:00,,N,,N,,N,,N,,N
01-04-2019,05:00,,N,,N,,N,,N,,N
01-04-2019,06:00,,N,,N,,N,,N,,N
01-04-2019,07:00,,N,,N,,N,,N,,N
01-04-2019,08:00,,N,,N,,N,,N,,N
01-04-2019,09:00,,N,,N,,N,,N,,N
01-04-2019,10:00,,N,,N,,N,,N,,N
01-04-2019,11:00,,N,,N,,N,,N,,N
01-04-2019,12:00,,N,,N,,N,,N,,N
01-04-2019,13:00,,N,,N,,N,,N,,N
01-04-2019,14:00,,N,,N,,N,,N,,N
01-04-2019,15:00,,N,,N,,N,,N,,N
01-04-2019,16:00,,N,,N,,N,,N,,N
01-04-2019,17:00,,N,,N,,N,,N,,N
01-04-2019,18:00,,N,,N,,N,,N,,N
01-04-2019,19:00,,N,,N,,N,,N,,N
01-04-2019,20:00,,N,,N,,N,,N,,N
01-04-2019,21:00,,N,,N,,N,,N,,N
01-04-2019,22:00,,N,,N,,N,,N,,N
01-04-2019,23:00,,N,,N,,N,,N,,N
01-04-2019,24:00,,N,,N,,N,,N,,N
